Project,Rule,Failed Control
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-euwe2-0b75fc67-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-01-euwe2-prov-911fab4a-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-01-euwe2-prov-911fab4a-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-01-euwe2-prov-911fab4a-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-01-euwe2-prov-911fab4a-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-euwe2-09cbe4a3-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-euwe2-09cbe4a3-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-euwe2-09cbe4a3-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-ple-prd-kcl-euwe2-09cbe4a3-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-spi-prd-01-kcl-01-euwe2-spinnaker-f1c403a7-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-spi-prd-01-kcl-01-euwe2-spinnaker-f1c403a7-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-spi-prd-01-kcl-01-euwe2-spinnaker-f1c403a7-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-spi-prd-01-kcl-01-euwe2-spinnaker-f1c403a7-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-spi-prd-kcl-euwe2-44e9d61b-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-spi-prd-kcl-euwe2-44e9d61b-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-spi-prd-kcl-euwe2-44e9d61b-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-spi-prd-kcl-euwe2-44e9d61b-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,ingress-all-prd-subnets,bad port(s) found: ['tcp:25', 'tcp:80']
mgmt-hst-prd-5100,ingress-all-prd-subnets,bad port(s) found: ['udp:53']
mgmt-hst-prd-5100,ingress-mgmt-prd-hst-cnw-firewall-lb-health-checks,public target: 130.211.0.0/22
mgmt-hst-prd-5100,ingress-mgmt-prd-hst-cnw-firewall-lb-health-checks,public target: 35.191.0.0/16
mgmt-hst-prd-5100,ingress-mgmt-prd-hst-cnw-firewall-lb-health-checks,tcp:all ports
mgmt-hst-prd-5100,ingress-vpn-subnet,tcp/udp:all ports
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ingress-euwe2-openvpn-a24e,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ingress-euwe2-openvpn-a7c4,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ingress-euwe2-openvpn-b567,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ingress-euwe2-openvpn-ffec,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-a24e,public target: 199.36.153.4/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-a24e,public target: 199.36.153.8/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-a24e,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-a7c4,public target: 199.36.153.4/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-a7c4,public target: 199.36.153.8/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-a7c4,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-b567,public target: 199.36.153.4/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-b567,public target: 199.36.153.8/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-b567,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-ffec,public target: 199.36.153.4/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-ffec,public target: 199.36.153.8/30
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-api-traffic-euwe2-openvpn-ffec,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-http-euwe2-openvpn-a24e,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-http-euwe2-openvpn-a7c4,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-http-euwe2-openvpn-b567,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-http-euwe2-openvpn-ffec,bad port(s) found: ['tcp:80']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-secldap-euwe2-openvpn-a24e,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-secldap-euwe2-openvpn-a7c4,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-secldap-euwe2-openvpn-b567,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-secldap-euwe2-openvpn-ffec,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-smtp-euwe2-openvpn-b567,bad port(s) found: ['tcp:25']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-smtp-euwe2-openvpn-ffec,bad port(s) found: ['tcp:25']
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-user-traffic-euwe2-openvpn-a24e,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-user-traffic-euwe2-openvpn-a7c4,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-user-traffic-euwe2-openvpn-b567,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-2e21-fwr-ovpn-allow-user-traffic-euwe2-openvpn-ffec,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-cin-euwest2-vpn-01-egress-d95a,ip_range: 0.0.0.0
mgmt-hst-prd-5100,mgmt-prd-cin-euwest2-vpn-01-egress-d95a,tcp/udp:all ports
mgmt-hst-prd-5100,mgmt-prd-cin-euwest2-vpn-01-ingress-d95a,ip_range: 0.0.0.0
mgmt-hst-prd-5100,openvpn-egress-b39d6518,ip_range: 0.0.0.0
mgmt-hst-prd-5100,openvpn-egress-b39d6518,tcp/udp:all ports
mgmt-hst-prd-5100,openvpn-ingress-b39d6518,ip_range: 0.0.0.0
Project: mgmt-hst-tst-8215 | Unexpected error: <class 'KeyError'>compliance1-infraprov-9cc2,allow-all-egress,ip_range: 0.0.0.0
compliance1-infraprov-9cc2,allow-all-egress,tcp/udp:all ports
compliance1-infraprov-9cc2,allow-all-egress-default,ip_range: 0.0.0.0
compliance1-infraprov-9cc2,allow-all-egress-default,tcp/udp:all ports
compliance1-infraprov-9cc2,allow-all-internal,ip_range: 0.0.0.0
compliance1-infraprov-9cc2,allow-all-internal,tcp/udp:all ports
compliance1-infraprov-9cc2,dataproc-restricted-all-egress-internal-only,public target: 199.36.153.8/30
compliance1-infraprov-9cc2,dataproc-restricted-all-egress-internal-only,public target: 199.36.153.4/30
compliance1-infraprov-9cc2,dataproc-restricted-all-egress-internal-only,ip_range: 0.0.0.0
compliance1-infraprov-9cc2,dataproc-restricted-all-egress-internal-only,tcp/udp:all ports
compliance1-infraprov-9cc2,dataproc-restricted-allegress,tcp/udp:all ports
Project: compliance1-infraprov-9cc2 | Unexpected error: <class 'KeyError'>
